id	text	author_id	label	AID1	AID2	AID3
1357056285947162627	#SputnikV – demnächst aus Sachsen-Anhalt? https://t.co/jXoNKMlZb2	2561586612	not	not	nan	nan
1307665125311119360	@FrankfurtZack @Markus_Soeder Eines der größten Märchen, welches uns seit Corona ins Hirn gepflanzt wurden, dass alle Asiaten Masken tragen. Es reicht eine einfache Google-Bildersuche um dies zu entkräften.	828225361964044288	not	not	nan	nan
1325470634516885504	@KaSebast @no_bordersxvx @gimlin1 @Sara82601367 @TeamKenFM @Zeitgeschehen_ Sie und Ihre Mitläufer vergessen ständig, Herr Blockwart, dass erwachsene Menschen lesen können, und das sie auch das lesen, was Sie hier von sich geben. Es ist ein Offenbarungseid.  Ein erwachsener Mann spricht:  https://t.co/9tF7RnCLlt	1245346975232536576	not	not	nan	nan
1320048282266161152	@TeamKenFM @FrankBlum17 Punks, Rockstars, Schauspieler, Journalisten sind nur Unternehmer, die ihr Geld machen wollen. So wie Daimler, VW, Siemens, etc. Seit je her dienen sich die Unternehmer dem System an. Das kennen wir doch aus ferner/naher dunkeler Zeit' #DieÄrzte promoten ihre polCorrect-Musi'	883635155008712704	not	nan	nan	not
1297649726133866501	@hope_no1 @TeamKenFM @gerry6868 Gute Frage😉	972452157592129538	not	nan	not	nan
1299098625746833408	@VadderJan @D37Dirk @TeamKenFM Sie haben die selben Probleme wie wir.  Als die Maßnahmen eingeführt wurden, war die Kurve schon wieder am abflachen.  Es ist und bleibt keine Pandemie!	1196459440469352449	not	nan	not	nan
1349350918123368449	@junger_herr_ „80.000 Salons...leisten einen enormen Beitrag zur Bekämpfung der Covid-19-Pandemie“ ???	975402311563530241	not	nan	nan	not
1241725932966162432	@ErhardGeiger @COMPACTMagazin Lass den LinksVersiftenBahnhofsKlatschenden MerkelJünger einfach weiter Scheisse schreiben die brauchen das Tagtäglich ihre Gehirnscheisse weil NICHTs ausser ihrer Merkelmeinung zählen darf, wer anders denkt ist Nazi/Rechts/Rassist	1216046928951218176	abusive	abusive	nan	nan
1362453604955750405	"@Viper7819 @mstream_media @benfire71 @hendrikstreeck Eventuell ""sehen"" Sie es nicht, weil Sie keine realen Vorstellungen von Beatmung haben? Um sich darüber wirklich klar zu werden, sollte man sich die Mühe machen, Informationen einzuholen. Behandlungsfehler ist mitunter schon das Beatmungsgerät, die Lungen bekommen ""Überdruck""..."	1252990461947625473	not	nan	not	nan
1328260488174702592	In Amerika werden diese Verbrecher an ihren Bürgern wg.eines wahnwitzigen #Lockdown's bar jeglicher wissenschaftl. haltbarer Grundlage, zur Verantwortung gezogen werden. Doch wer bestraft #Söder, #Kurz, #Merkel od. #Anschober für ihren totalitären Wahnwitz?  #Covid19 #betrug https://t.co/lhOtBKFdGu	2232463302	abusive	abusive	nan	nan
1346452025576464385	"@_Rene77 Yeah... Dank DrOsten wissen wir jetzt den richtigen Namen der Grippe:  Die Grippe, ums Feuer tanzend: ""Ach wie gut dass niemand weiss, dass ich Covid-19 heiss!""  DrOsten so: ""Heisst du Kunz? Heinz? Covid-19?""  Die Grippe zerreisst sich und schreit ""Das hat dir der Teufel gesagt!"""	12395882	abusive	abusive	nan	nan
1242893997644931075	@SchlimmeHelena weil jedes jahr sterben mehrere hunderttausende auf der welt an influenza	841020628325040128	not	not	nan	nan
1357775749428699144	@MD18013 @EnricoM95746160 @COMPACTMagazin @nenaofficial An ihrer Schreibweise war zu erkennen, dass sie ein Troll sein müssen. Ein Blick auf ihr Profil bestätigte dies. Kein Vernünftiger Mensch gibt solchen Blödsinn von sich.	1299334464246624257	abusive	nan	abusive	nan
1323639132669792259	@TeamKenFM Aber  es steht dem Automechaniker doch frei, sich auch von einem Bankkaufmann beraten zu lassen.	1168974102343966721	not	not	nan	nan
1224265645866528768	@NiemaMovassat Aufklärung tut Not. Ich habe erfahren, dass die Mitarbeiter des Autozulieferers im Ort geschnitten werden - wie Aussätzige behandelt. Wo ist da die ach so geliebte Nächstenliebe der Deutschen? Man hätte alle Mitarbeiter 14 Tage in Quarantäne stecken sollen.	2496127190	not	not	nan	nan
1330302540681011207	Jana aus Kassel, #Querdenker, #Maskenverweigerer, #Coronaverharmloser  in nur einem jahr sind bis heute mind. 1,38 milionen menschen an #Covid_19 gestorben. Dunkelziffer ist weit höher. In vielen Ländern konnten die Toten nicht mehr alle gezählt werden oder sie wurden vertuscht😷 https://t.co/oeXNyBBymT	940331690383339530	not	not	nan	nan
1356588124592349187	@MD18013 @nicht_so_ @COMPACTMagazin Und Du lebst wohl von Verschwörungstheorien!	1312364846617448449	abusive	nan	abusive	nan
1329358456374104064	@TeamKenFM Das hier könnte fürs nächste Jahr geplant sein- auf Basis des kanadischen Whistleblowers #Covid_21  https://t.co/qItG3akhKc https://t.co/xyvwWObJdS	1322615033097048065	not	not	nan	nan
1349388698362769412	@ZeitW Genau deswegen ist ja meine Rede seit 1945: Es geht nur OHNE @Die_Gruenen  Die haben in der Regierung eines Landes, wie 🇩🇪 NICHTS verloren. Die sollen sich in 🇨🇳 zur Wahlstellen, dort sitzen die Verpester, die und auch Corona beschert haben. @_FriedrichMerz	1252838134011686912	abusive	abusive	nan	nan
1295296661141561344	@TeamKenFM Ist zu befürchten, wer weiß schon genau was die im Schilde führen	4621226295	not	nan	not	nan
1314956155148472323	@COMPACTMagazin Ich habe dazu nichts gefunden. Frage mich, wie „bis auf Weiteres zu suspendieren“ durch den Bürgermeister rein rechtlich möglich sein soll, denn über Besetzung Vorstand entscheidet die Mitgliederversammlung. So steht's auch in der Satzung des Vereins Initiative Pro Arolsen e. V.	153917742	not	not	nan	nan
1337509372155539465	@risklayer Vergleichbar mit der Übersterblichkeit in 2020KW36 bis 2020KW40.	955207448679407616	not	not	nan	nan
1359747147416109057	@Markus_Soeder Und wie sieht’s aus mit der Einbeziehung des Parlaments in solch tiefgreifende Einschnitte unserer Grundrechte?	4621226295	not	not	nan	nan
1318312798649241601	@TeamKenFM @ChristianZell Früher haben Esoteriker irgendwelchen Leichtgläubigen Geld für Heilsteine oder ähnlichen Tand abgeknöpft, heute erleichtern Anwälte Covidioten um 800€ pro Nase... wenn er 130 Dumme findet, dann reicht's für einen neuen Porsche 911.	47430335	abusive	abusive	abusive	abusive
1300933609260449795	@guddelaune1 @FoxtrottBem @FrauFuchsTwitch @DKrienelke @TeamKenFM Nein, das war der letzte Beweis, seines Tunnelblicks. Jemand der psychologisch geschult ist, kann nicht so dumm sein - es sei denn er wird dafür bezahlt. Ich brech das hiermit ab. Lassen wir ihn woanders seinen Dienst tun.	1227234359171784709	abusive	nan	abusive	nan
1283712118852915200	@heuteshow #Corona-Lemmingeffekt? Idioten sind Herdentiere, allein nicht lebensfähig aber gemeinsam zum Sterben bereit	782373558831943680	abusive	nan	abusive	nan
1347544459857293314	Hat Söder jetzt ernsthaft Corona mit der Pest verglichen? Oder hab ich mich verhört 🤔	58722037	not	not	nan	nan
1331188126996459521	@TeamKenFM Besonders lustig fand ich, dass der Moderator die vergleichsweise härteste Zahl in dem gesamten Zahlenwust, nämlich die der Intensivbetten, als 'ungefähres Wissen' bezeichnet.	1142757321514389505	not	not	nan	nan
1332599281673523205	"@TeamKenFM @ChristianZell Deswegen sind die aus dem PCR-Test resultierenden publizierten Zahlen von ""Neuinfizierten"" fehlerhaft und jeder #Lockdown ist #unverhältnismässig und damit #verfassungswidrig, zumal kollaterale Schäden weitaus größer sind als der Nutzen dieser fraglichen C19-Massnahmen."	799850923178729473	not	not	nan	nan
1272838157030039553	@Klarnamenpflic2 @PhilipLeButt schützen, aber nicht wahrnehmen wollen, wieviel Tote u.a. Covid-19 bereits in vielen Ländern, auch „um die Ecke“ bereits gekostet hat. Jeder von denen hatte übrigens auch Angehörige, war Vater, Mutter, Sohn, Tochter...	975402311563530241	not	not	nan	nan
1333880115609149442	@TeamKenFM Der Link funktioniert leider nicht.	758748948911665154	not	not	nan	nan
1332979241370136580	#Russland versucht, #SputnikV (Anwendung und Herstellung) in der #Ukraine durchzusetzen. #Ungarn hat SputnikV (ganze 10 Dosen!) eingeführt, gleichzeitig reservierte Budapest 12 Mio Dosen Impfstoffe von AstraZeneca, Janssen und Pfizer-BioNTech. #COVID19 https://t.co/SnYZ1hMwUz	1294576949738844161	not	not	nan	nan
1318899290798985217	@dddd1212121212 @TeamKenFM Ein Troll Account 😂!  Heul leise 🤫 !!!	1048623845958193153	abusive	abusive	nan	nan
1312514399517634560	@ToniZaussinger Leider läuft das in diese Richtung! Es ist die Summe der GG Einschränkungen: Maske (med. extrem umstritten) Zwangstests (Eingriff in körperliche Unversehrtheit) Quarantäne Gesunder (Inhaftierung). Stigmatisierung, Aufruf zum Denunziantentum. Ich bin übrigens Sohn eines Juden!	1236050649650954240	not	not	nan	nan
1301037056404197377	"@dddd1212121212 @TeamKenFM mit IHR fühle ich mich angesprochen, aber weil es pauschal daherkommt, lehne ich das ab, ja, betrifft mich nicht,man sollte nur etwas mehr nachdenken, bevor man ALLE meint, dann kommt:""aber.."" Ich kann doch auch klar sprechen, was ich meine?!"	82304983	not	nan	not	nan
1358339625333501952	Ich bin für sofortige Schneesperren an den Ländergrenzen. 10 km hoch. Außerdem sollten wir jeden Schneemann sofort mit einer PCR testen, ob er diese bösartigen Flocken in sich trägt, die nie schmelzen werden.	1010248944977416194	not	not	nan	nan
1285575067053760512	@de_sputnik Das Springerhaus ist in Bayern ? Das wäre mir neu😂	849279409131540480	not	nan	nan	not
1302677739623911425	Nachricht via @BR24: Corona-Ticker: Viele Deutsche wollen Kinderbonus direkt ausgeben  https://t.co/cbsXulYmBp	1289879805995999233	not	not	nan	nan
1269030957652348928	@HansSerenus @KoBjoern @Fleischauge @TeamKenFM Da gibt's aber wesentlich sinnvollere Krankheiten, um sowas einzurühren. Corona erscheint mir da bissl zu ineffektiv. Der unbereinigte R Wert ist allerdings klasse. Ich hätte ja eher was tödlicheres mit gleicher Infektiösität und Inkubationszeit genommen.	1174678453708369920	not	not	nan	nan
1347965827644084225	Söder holt zum Rundumschlag aus – und vergleicht Corona mit der Pest https://t.co/qc5pAPrVim	1685605387	not	not	nan	nan
1285851438862741505	@TeamKenFM Was die sich alles einfallen lassen.	1250384212705902592	not	not	nan	nan
1348740289717022722	@gutediese @TeamKenFM Sehen das andere Länder auch so? Oder machen die sowas aus Spass? Bilden die sich die Knappheit der Betten nur ein? Zur Info, dort herrschen noch um die 20 Grad und es ist keine Grippesaison! Und die haben sonst ein gutes Gesundheitssystem! https://t.co/ONgxXlER59	1278714738336305152	not	not	nan	nan
1331747427745935360	@TeamKenFM @LuisPep73028488 Wie immer 🤔	1109117346227146752	not	not	nan	nan
1312147500606734336	@BR24 @Markus_Soeder Herr @Markus_Soeder bekommt langsam nasse Füsse, dank der sensationellen Arbeit des https://t.co/cfiUiVgD7n  Der Ausschuss macht übrigens auch deinen Job @BR24	1242176953400033283	not	not	nan	nan
1336756198905950216	@ephraim_ki @HeI_VoE @Reckert8 @MIT_bund @jensspahn @hendrikstreeck nicht an, mit! Das ist ein großer Unterschied. Täglich sterben ca. 2.500 Menschen - ganz normal, weil das Leben tödlich endet und davon ca. 80 % mit Herpes-Virus. Merkst Du was?	888675239953125376	not	indifferent	not	not
1336645663489216512	@Hope14658875 Wo befindet sich dieser Mann jetzt und wer schützt ihn vor weiterer Gewalt. Wieviele Migranten stehen unter Quarantäne?	1230224607015325703	not	not	nan	nan
1356567957430693893	@dannywhomusic @TeamKenFM Das sehe ich anders.  Sagt Ihnen #Schweden etwas? Stellen Sie sich vor die haben akt. sogar signifik. weniger pos. Gestestete als D-land u hatten auch keine Übersterblichkeit. Und das alles OHNE einen einzigen #lockdown u eine vollk. ausufernde #Maskenpficht u #SocialDistancing	1057614354659622912	not	not	nan	nan
1239509836200542208	Corona für die Ohren ! https://t.co/09yypPkKLf	1004759929390092289	not	not	nan	nan
1351135238978760713	@tagesschau Nun zumindest in Norwegen ist das Impfen von Ü80-jährigen verboten worden, nachdem es zu viele Todesfälle gab. Chinesische Experten haben daraufhin eine Warnung vor dem BioNTech/Pfizer Impfstoff ausgesprochen.	985096824351576065	not	not	nan	nan
1348676295962603523	@COMPACTMagazin Da liegt Ihr leider falsch. Söder hat von Merkel gelernt und schickt erst mal andere vor mit abstrusen Ideen. Wenn es nach hinten geht, hat er nix damit zu tun. Wenn´s nach hinten losgeht, ist das halt ein Bauernopfer. War aber seine Idee. Bin mir sicher. Der braucht Unterwerfung	1039519740052484097	not	nan	not	nan
1356326879062589441	@BlondJedi Ich muss daran erinnern: Der Lockdown gilt bis 2028 (Ramadan). #Spahn hat heute etwas gesagt, das leider untergegangen ist im #Impfgipfel-Hype: Er sprach von möglicherweise nötig werdenden #Auffrischungsimpfungen.  #BigPharma	1214675375722242048	not	not	not	not
1327931955153952768	@me__myself__and Nee, das Zeug muss entfernt werden, damit die Flächen nicht verbuschen. Bisher kaufen das aber schon die Chinesen. Die sind auch ohne Corona verhasst, weil sie Elefanten und Nashörner wildern, um die üblichen Potenzmittel der chinesischen Medizin beizuschaffen.	1215372899424645121	abusive	abusive	nan	nan
1338487928545275905	@TeamKenFM Dabei ist doch Abstand egal, wenn die Regeln sagen, dass die Maske nur am Rednerpult und am Platz abgesetzt werden darf. Da keines von beidem der Fall war, hat sie gegeidie Hygiene-Regeln ganz klar verstoßen und hätte das jemand von der AFD gemacht, wäre er verwarnt worden.	889029666056679424	not	not	nan	nan
1232299381375819777	@innen_in @welt Aber sind Viren denn tatsächlich Organismen? Die haben doch nicht mal einen Stoffwechsel...  Ansonsten haben Sie natürlich Recht: Kein Virus ist illegal!	585127918	not	not	nan	nan
1293136720981118976	@coffee19791 @TeamKenFM Gerne ich hatte es eh schon hinter mir die Krankenhäuser sind übrigens seit Monaten leer	1106369143	not	not	nan	nan
1290639442798088193	"Welche ""Corona-Demo""? Der Gunnar meint vermutlich die #DeppenParade am Sonnabend in Berlin. https://t.co/7mJbfJpT92"	756847709173194753	abusive	abusive	nan	nan
1298929333386477568	@OktayTR57 @COMPACTMagazin @Mar1963kus Es gibt ja angeblich sogar genug Geld um einen zweiten globalen Lockdown zu stemmen...	1265581518409404420	not	not	nan	nan
1357208985850548225	@de_rt_com Ergebnis? - Was ist, wenn es von #Wuhan kommt? Nichts! - Was ist, wenn es nicht von Wuhan kommt? Nichts .... Warum dann Untersuchung?	1112306856704249857	not	not	nan	nan
1350168005108502535	@von_bodefeld @Gratschi1 @TeamKenFM @ChristianZell @OlafGersemann Man könnte das direkt beim Divi-Register nachsehen, nur bringt das halt keinen Mehrwert, weil genau die Zahlen aus dem Divi-Register neben Statistiken aus anderen offiziellen Quellen auch hier bereitgestellt werden. Ich glaube sowas nennt man Journalismus. https://t.co/ij6LUt5RvC	47430335	not	not	nan	nan
1351454016547520513	@JulesWarDa es sind leider durchweg Menschen die innerlich verwahrlost auch schon vor Corona ihren Mitmenschen eine Plage wahren #Covidioten sind immer Menschenfeinde die sich selbst, ihre nächsten und alle anderen Mitmenschen nicht ertragen	1205969377641848832	abusive	abusive	nan	nan
1298587422951985154	@Wolf35919 @TeamKenFM Bleiben wir in der Gegenwart und denken an die Gelbwesten in Frankreich. Haben die um Erlaubnis gebeten? Nein. Haben die Ziele erreicht? Ja, einige.	1188857980105773088	not	nan	not	nan
1246656029083013121	@COMPACTMagazin @AfD @bundeswehrInfo Früher brauchte man Patrioten, weil es um die Verteidigung der Heimat ging ... heute geht es nicht mehr darum, also braucht man Söldner.	1179795242662453248	not	not	nan	nan
1352616822139457538	@germanyfriend @PrechtlSabine @Joerg_Meuthen Das Thema 'Flüchtlinge' wird ja kaum noch gepflegt. Corona steht im Vordergrund. Daher: 2020 sind weit über 100000 Immigranten nach Deutschland gekommen. Trotz Corona.	1268928041553727497	not	not	nan	nan
1334754310157176832	@Huegelkoenig @Batezmann @TeamKenFM wenn dann werden das vermutlich Nanochips sein, da wird ne Lupe kaum ausreichen um die zu erkennen. Aber auch ohne evtlle. Chips ist mir die Brühe nicht geheuer. Ich bin dann mal freiwillig in der placebo-Gruppe	2440084427	not	not	nan	nan
1291520803356520450	@lib_ku @DerRobertWolter Ich behaupte, dass der Lockdown ein Gewinn für uns alle war. Und der 2. wird noch viel besser ❤️	1255224093013614596	not	not	nan	nan
1302909924574457857	@HappyHippoHH @VoodooUhu @TeamKenFM Man rettet keine Leben.Flatten the curve, damit keiner wegen überfüllter Krankenhäuser stirbt.Die wirren hitlisten,welches Land wie gut abgeschnitten hat,sind absurde Konstrukte um Fehler zu vertuschen.Kurzarbeit in Krankenhäusern. Herr Kleber erklärt es: https://t.co/xwGOuARgHF	1272512239757557760	not	not	nan	nan
1327614218003238914	@OlafGersemann @welt 🤔🤔 Prognostiziert wurde aber ein Armageddon. Das Abflachen wird nun natürlich mit dem Softie-Lockdown begründet, aber wir alle wissen, dass es sich schon VORHER abgeflacht hat.	1248756046325329920	not	not	nan	nan
1338032594261336065	@MaskedFarmer @Muslimbild @TeamKenFM Tja bei fehlender Übersterblichkeit können wir die Diskussion hier wohl beenden.	1291672989860352000	not	not	nan	nan
1295276322156093441	@TeamKenFM Man sollte nach #Belarus reisen  u dort für Lukashenko demonstrieren. Immerhin hat er sein Land vor #Corona u entsprechenden Maßnahmen bewahrt. Keiner trägt dort Maske u die Qualitätsmedien schwärmen über DemonstrantInnen.	330317339	not	not	not	not
1302702875110510592	@guddelaune1 @FrauFuchsTwitch @FoxtrottBem @DKrienelke @TeamKenFM Hab ich jetzt auch schon mehrfach gehört, dass da unerklärliche Zeitirritationen vorliegen😜 Mainstream hinterfragt aber nicht	1227234359171784709	not	nan	not	nan
1357285721682423811	@OlleeClaus @COMPACTMagazin DDR war Kinderspiel.  Gab es keine Masken, keine Lockdowns und keine Gesundheitsterrornachrichten 24/7.  Man könnte arbeiten, reisen, ins Hotel, ins Restaurant, in die Kneipe, ins Stadion usw.  NWO Kommunismus ist das schlimmste System, das es gibt.	1184002747940659202	not	nan	not	nan
1259390023830507523	"""Die #Viren sind frei, wer kann sie erraten. Kein #Mensch kann sie wissen, kein Patriot erschießen. Es bleibt dabei: Die Viren sind frei.""  Lieblingslied der Friedensdemos der Zeit angepasst. #Corona #COVIDIOTS"	1258105158204039170	abusive	abusive	nan	nan
1259406530295758848	Die Stunde des Totalitarismus.... Sollte das in Kraft treten müssen alle auf die Straße. Es ist eine Frage über unsere Freiheit und die Freiheit zukünftiger Generationen. Wir stehen an einem Scheideweg #CoronaApp  https://t.co/hd309CU84o	4744516876	not	not	not	not
1329144411347955712	"""Die Zufriedenheit der Deutschen ist durch #Corona leicht gesunken.""  Genau mein Humor @DeutschePostDHL.  #Infektionschutzgesetz #Covidioten  #Bundestag #Berlin1811 #maskeauf #Covid_19 #b1811 https://t.co/TNB8Rg9wKs"	1268251136512987138	not	not	nan	nan
1326479107203403777	@TeamKenFM Erschreckend das der Grossteil der Bevölkerung das glaubt. Wie meine Oma in den 50er, wenn es in der Zeitung steht muss es wohl war sein, sonst würden sie es ja nicht schreiben.	1186704449722552320	not	not	nan	nan
1273679391537709056	@spottmarie Ja, eine expotentielle erbärmlich Doppelmoral. Scheinbar ist diese Doppelmoral, das Virus welches die Pandemie ist und aufrecht hält.	1256550057668640769	abusive	abusive	nan	nan
1329461572088045576	@KaiKirchner99 @Maxvzimmermann @PaoloRubigo Eine demokratisch gewählte Regierung, die demokraisch ein Gesetz beschliesst soll undemokratisch sein? Mal was von Notstand gehört? Den kann jede Gemeinde oder auch Land ausrufen, dann haste auch viele Grundrechte nicht mehr ☺️	391894265	not	not	not	not
1301961634714464258	@michijeri @MSouveranitat @derpullimensch @TeamKenFM Kann ich alles verstehen bzw nachvollziehen. Bin jedoch der Meinung, dass jeder für seine Sache einstehen und demonstrieren darf und sollte. Dass man sich dabei an gewisse Regeln halten sollte (Anstand, Rechtmäßigkeit etc) steht für mich ausser Frage.	20990471	not	not	nan	nan
1301996275936755713	@TeamKenFM Nein. Frag mich auch woher man weiss das die massnahmen wirklich helfen. Trotz ständiger lockerungen sank die positivrate weiter... Auch keine Grossdemo hat den Trend umgekehrt..	1276340400731627524	not	not	nan	nan
1330031470279356419	„Der Wasserwerfer-Einsatz war keine polizeiliche Maßnahme, sondern eine politische Machtdemonstration“ #Deutschland2020 https://t.co/JfQ5Y8qFNr	24381974	not	nan	not	nan
1327991328572116992	@berndfachinsson @BatschkappMZ @RegSprecher @Markus_Soeder Bist Du Experte, oder kundiger Laie (so wie ich).. hast Du schon mal mit PCR gearbeitet?	45526829	not	nan	nan	not
1256372771304718338	@COMPACTMagazin und ab damit! gut gemacht, @PolizeiBerlin_E	4896189268	not	not	nan	nan
1309471123650883584	@TeamKenFM die Leute in Madrids Vororten haben HUNGER!	1214856447881818113	not	not	nan	nan
1295291943187107840	@klarnamemiggi @TeamKenFM Lassen Sie sich keine Angst machen von Verschwörern. Das sind haltlose Behauptungen. Wozu lädt Ken wohl einen Neurologen ein und keinen Virologen?  Tausende Experten sind sich einig. Nur ein paar sind noch dabei Covid mit der Grippe zu vergleichen.	1289908686513680394	not	not	nan	nan
1301078500904927232	@marcfriedrich7 Und dieser spezifische SARS-Coronavirus-2 Test wäre auch nur dann aussagekräftig, wenn die PCR früh anschlägt, zum Beispeil nach n Replikationen eine gewisse Virusmenge vorhanden ist.	1249632374188638209	not	not	nan	nan
1258434676659716099	@BMAS_Bund @hubertus_heil Ihr habt gar nichts !!!!! Ich sitze seit den shutdown Zuhause ohne ein Cent von euch bekommen zu haben aber Leben und Rechnungen bezahlen muss ich wohl !!!! Schämt euch ich war immer ein Steuerzahler ab jetzt gebe ich wohl euch nichts mehr 👍👍👍nimmt von den Asylanten	1239618009603375111	abusive	abusive	nan	nan
1287480135453757440	"@asonnef @mightybuyer @TeamKenFM Ich kann nur hoffen das sich jemand die Arbeit macht und genau auflistet Wer alles das Lied ""Stay at Home"" singt.Jeder sollte dann egal ob Künstler, Politiker, Journalist oder Pfeife sein Fett weg bekommen bei der Aufarbeitung der Vorfälle in ein paar Monaten. Mitläufer ohne Hirn"	1281863994526113792	abusive	abusive	nan	nan
1298745942208925700	@Nessi_2033 @skruuul @ELHulepo @TeamKenFM Dann haben wir seit Jahren eine Influenzapandemie, die bedeutend schlimmer ist.  Nur dieses Jahr trennt man Corona von der Grippe.  Mir tut jeder verstorbene und deren Familien leid !  An was sie gestorben sind müssen Mediziner klären .	1196459440469352449	not	nan	not	nan
1284810720245407744	@derpullimensch @Heike_2020 Nein, aber ich bin kein Egoist. Ich weiss wie schlimm es viele trifft und noch treffend wird, und das alles wegen einem Grippe Infekt. Ich weiss politisch nun einfach viel mehr als sie, daher ist es schwierig mit jemanden zu diskutieren, der glaubt das Merkel und Co jeweils ihre	972452157592129538	not	nan	not	nan
1347898973697282048	@de_rt_com Ich habe so verstanden, dass in den Werkhallen steckt man sich nicht an, aber in der Schule schon! Gibt es Studien hierzu? Hat die Regierung diese Produktionsstätte genau unter die Lupe genommen?	882522384003207168	not	not	not	not
1356362722871570435	@AndreaKhne1 @TeamKenFM Die können sich ihren Scheiß-Impfpass in den Arsch stecken.	2966398589	abusive	abusive	nan	nan
1344256478090244096	@de_rt_com @jensspahn junge was siehst du wieder gut aus!	430612752	not	not	nan	nan
1347140652723826688	"@TeamKenFM Ich glaube dem BMG, es wird keine Impfpflicht geben.  Aber man wird uns so lange ""motivieren"", bis die Impfung das kleinere Übel ist."	1145630703461261312	not	nan	not	nan
1340240107958382593	"@de_rt_com Selbst ohne diese ""Erfahrungen"", war/bin ich ziemlich skeptisch der sog. Regierung gegenüber und deren ""Kampf gegen #Klimakrise"" Schaut mal 20+ jahre in die Vergangenheit, bzw. die derzeitigen Themen der Medien. #Krieg #Flüchtlingskrisen #Klimawandel #Killerviren , WAKE UP! NOW!"	3131678609	not	not	nan	nan
1313103424855191557	@MurxPickwick @thedj71 @TeamKenFM Das schlechte an der Nachricht ist, dass bei einer neuen starken Grippewelle, Covid19 der Übeltäter sein wird und die Maßnahmen damit gerechtfertigt werden, was bei Influenza nicht der Fall wäre.	293742972	not	not	nan	nan
1347546174040006656	Finde derartige Aussagen von einer Person in solch einer Stellung sehr befremdlich!. #GreatReset #lockdown #Corona https://t.co/ajpN0MRI5s	1047787949067264000	not	not	nan	nan
1335594910897025029	Nach jeder Anti-Corona-Demo müssten die Infektionszahlen doch exponentiell steigen, tun sie aber nicht, sie steigen aber sehr wohl im Lockdown!	1191962822051282948	not	not	nan	nan
1295294826162905088	"@danny_mst @tazgezwitscher Und was bedeutet ""positiv""? Erkrankt? Gesund? Was lässt den Test positiv werden? Intakte, vollständige, krank machende Viren oderNukleinsäuren, d.h. Gensequenzen, die nicht bedeuten, dass da ein intaktes, vollständiges Virus vorhanden ist??"	4763172556	not	nan	not	nan
1350409556883632133	@TeamKenFM Das stimmt. Aber auch er wird gesponsert. Das sollte man nie vergessen. Politik ist immer Interessen gebunden. Immer. Die breite Masse ist unfähig sich selbst zu organisieren bzw. zu regieren. Also muss sie immer gebündelt werden. Egal ob pro oder kontra.	1244352977944616962	not	not	nan	nan
1348962713939161088	@jens140180 bedanken können wir uns bei der #CCPChina und der WHO, die den Wuhan-Lockdown salonfähig gemacht haben.. Unsere nützlichen Idioten aus der Regierung haben sich von Einflüstern wie den #Bilderbergern #BillGates #TheGreatReset dazu verführen lassen.  https://t.co/9ygbPvIuQ4	1306685800831164416	abusive	abusive	nan	nan
1277376769134333953	@DynamoDresden @VfL_1899 Für die Feier mit euren Fans solltet ihr euch schämen,ein schlag ins Gesicht für alle Angehörigen von covid opfern	1093244802399916032	not	not	nan	nan
1359786237083721729	@OcBenus @Freeride791 @spasskultur @danistlive @flxsens @Jan1s11 Und trotz allem gibt es keine Übersterblichkeit. Nicht mehr los in den Kliniken, keine Übersterblichkeit. PANIK!!!!!!!!!! https://t.co/9HBGCf0W2b	1256691912	not	not	nan	nan
1360263623596249090	Falls jemand nach der Quelle fragt: Dies wurde im heutigen Corona-Untersuchungsausschus Nr. 39 von einem italienischen Zeugen (ich glaube, er ist auch Staatsanwalt) erzählt. Ich nahm die Information daher.	1513474675	not	not	nan	nan
1248316134350295040	@Elquee @raumplanungtv D.h. ohne Mundschutz killt man das Kassenpersonal??	979419537807478784	not	nan	not	nan
1236245985497620480	@BMG_Bund Dass eine ist ein Virus dass andere sind Bakterien??	712150024797425664	not	nan	not	nan
1254426893966807042	@COMPACTMagazin Faschisten Bastarde	1218530894463610880	abusive	abusive	nan	nan
1268147335994974208	Frau @SandraNavidi behauptet bei Lanz, dass Trump die Demokratie mit dem Militär abschaffen will und wegen Corona Völkermörder ist. Kann man sie schon als Nutte des öffentlich-rechlichen bezeichnen? Die Frau braucht halt Sendezeit.	413873103	abusive	nan	nan	abusive
1325365233129582593	@Johanne33645252 @bambuseisen @TeamKenFM @querdenken711 Es sind aktuell in Summe nicht mehr Intensivbetten belegt, als im Sommer, auch so ein Fakt, der verschwiegen wird. Beim Anblick dieser Grafik könnte man fast meinen, nicht wenige Menschen liegen mit Covid in den Betten, nicht wegen (blauer Balken alle belegten Intensiv-Betten). https://t.co/XTTLKOIs7U	525880776	not	not	nan	nan
1338503579133472768	"Synchronität #Corona-#NWO 🔥 Vorbereitung zum #GreatReset 2021 #WEF  #Italien geht auch in den #Lockdown2 wie #Deutschland  Bis 2. Januar 2021 im ganzen Land ""rote Zone"" #Ausgangssperre https://t.co/ke6rBd0BG3 https://t.co/yPWmPcxqsj"	1208542352958201857	not	not	nan	nan
1298634646691905536	@max_jezela @ELHulepo @dddd1212121212 @TeamKenFM Ach kannst du das ?  In den sozialen Netzwerken interessiert das keine Sau.  Aber Versuch das am 29. In Berlin zu machen.  Mal sehen ob man dir deine freie Meinungsäußerung gewährt und du dein Demonstrationsrecht ausüben kannst.	1196459440469352449	not	nan	not	nan
