text	task_1	task_2	text_id
Du meine Güte @digitec_de! Ich habe doch schon mehr als genug iPads! Bringt mich nicht auf dumme Ideen 😂😂😂 https://t.co/J57pCpstrE	NOT	NONE	hasoc_2020_de_259
@KaiserTrajan87 ist einfach nicht mehr so meins °^°	NOT	NONE	hasoc_2020_de_2335
@EinGereusch @bbyfrkmcgzx @grknzrstrr ja naja ich zock halt gerne auch mal :D und linux ist da mittlerweile echt am… https://t.co/doRHKl4yHH	NOT	NONE	hasoc_2020_de_1663
@reitschuster Sind halt empfindliche Idioten, die schon Widerspruch zur eigenen Meinung als so schlimm empfinden, d… https://t.co/ddtiPqm2PE	NOT	NONE	hasoc_2020_de_2189
"RT @Herzblutbluete: Rock'n'Roll im Kopf
Punk im Herzen
Blues in der Seele
Samba im Arsch
Ich bin Musik."	NOT	NONE	hasoc_2020_de_373
RT @EnricoTokarEU: Mich ekelt dieses Nazispack einfach nur an. Es ist eine Schande, dass diese Faschisten in unserem Land wieder derartig a…	HOF	HATE	hasoc_2020_de_630
62% scheiße was soll denn das	HOF	PRFN	hasoc_2020_de_324
Rohstoffbrief: #Fresnillo, der größte #Silberproduzent der Welt, lieferte schwache Q1-Zahlen ab. Die Analysten glau… https://t.co/lJhysxdV81	NOT	NONE	hasoc_2020_de_1217
@HSV @SCPaderborn07 Titz zurück!!!	NOT	NONE	hasoc_2020_de_1436
@_keentech_ Kopf hoch das wird schon,	NOT	NONE	hasoc_2020_de_3150
RT @GodCoder: @MalteKaufmann @MartinHolubek3 @HeikoMaas @SawsanChebli Heil leise, Fascho. Dein Game war schon 1945 over.	HOF	OFFN	hasoc_2020_de_2149
@ImmerGeil82 Was ein geiler Arsch 😍	HOF	PRFN	hasoc_2020_de_366
@lehrbuda @EDreisvogt @moritur_et_ride @PIRATEN_Saar @rezomusik Es ist einfach aus der Ferne so etwas rauszuhauen u… https://t.co/4ZpqDryNdk	NOT	NONE	hasoc_2020_de_3185
"@ADHS_Roman @Priiizzyy Du hurensohn. Ich sag dir jetzt mal was du hurensohn
Ich hab deine Mutter gefickt du hurenso… https://t.co/GazYnTwKUH"	HOF	PRFN	hasoc_2020_de_576
"@jeonpokpok hEnLoOOoo oOmF h3h3 :""&gt;"	NOT	NONE	hasoc_2020_de_1488
@derpsichologe @Burhan____ diggi du denkst mehr an fasten als alle moslems hier zusammen was los	NOT	NONE	hasoc_2020_de_3381
@tagesschau Eine widerliche Verlogenheit des Herren Herrmann! Man kann zwar #Kippa tragen, aber wenn die Kameras au… https://t.co/5lT4p3aUnB	NOT	NONE	hasoc_2020_de_1748
@MzudemOffiziell Willkommen zurück??	NOT	NONE	hasoc_2020_de_365
@KevinNeuwirth über wen man keine Witze mehr machen darf, der ist wirklich am Arsch	NOT	NONE	hasoc_2020_de_2595
Ich würde uns so hassen wenn ich mit uns im Abteil sitzen würde	NOT	NONE	hasoc_2020_de_370
@csu_bt Was soll der Scheiss?	NOT	NONE	hasoc_2020_de_27
RT @InDampf: @NanuNan32440900 @Chinationalist9 Diebe = Hände ab, Scheidung/ Fremdgehen = Steinigung, Hassrede gegen Islam = Köpfen, Homosex…	NOT	NONE	hasoc_2020_de_2497
@davescustomxxx @HeideeNytes @BellaInksClips Das ist ja mal geil wie sie dir dein geilen arsch versohlt	HOF	PRFN	hasoc_2020_de_1142
"@WELTnews Die Merkel soll ""Flinten-Uschi"" rausschmeissen, dann wird alles wieder vernünftig geregelt!!"	NOT	NONE	hasoc_2020_de_2401
@welt Eine deutsche Frau, die von einem für sie traumatisch empfundenen Erlebnis berichtet. Was will man mit solchen Nachrichten bezwecken?	NOT	NONE	hasoc_2020_de_1373
"Ich hab die Fahrschule letzte Zeit echt vernachlässigt (hatte aber den Kopf auch mit anderem voll) 

Also gehts heu… https://t.co/GwaAdsSXGV"	NOT	NONE	hasoc_2020_de_1817
@tagesschau Meine Fresse, was für ein Theater	HOF	PRFN	hasoc_2020_de_3357
Frau Merkel, handeln Sie! https://t.co/lv959vDff5	NOT	NONE	hasoc_2020_de_93
@Museumsdoerfer @SPIEGELONLINE Natürlich wird Merkel den kleinen Weber fallenlassen wie eine heiße Kartoffel, sobal… https://t.co/YOVvhCUprQ	HOF	OFFN	hasoc_2020_de_3153
RT @sensusnoctis: @lostboislim fass an ihr arsch und du drippst	HOF	PRFN	hasoc_2020_de_1041
"RT @LoveBeatsHB: Aber die Linken mimimimi !!!1!!!

#AfD #noAfD #NazisRaus #FCKAFD https://t.co/OssMdaaucG"	HOF	HATE	hasoc_2020_de_1736
@franz_salzmann @tagesschau Als Minister benötigt man halt noch nicht mal einen Schulabschluss und Ahnung von dem A… https://t.co/AqXiFaIAqD	NOT	NONE	hasoc_2020_de_2598
"Wenn Politiker Politik für den Arsch machen
https://t.co/ZJ9Z9Rnopw https://t.co/EJAPKYaAtl"	HOF	HATE	hasoc_2020_de_2705
Daniel+Kermit &gt; Red+Andy	NOT	NONE	hasoc_2020_de_381
@DerTheooo Aber Torwart auf offchem ist auch scheisse	HOF	PRFN	hasoc_2020_de_1880
@Rockstarleben Es ist schon viel besser als früher 😅☝️	NOT	NONE	hasoc_2020_de_1
RT @Linksfunk: @RosamWolfgang Jener Politiker der dieses Chaos wesentlich mitverursacht hat, soll jetzt auch noch mit einer ÖVP Alleinregie…	NOT	NONE	hasoc_2020_de_1123
@lola_barista okaaaay ich trau mich das jetzt einfach mal :D https://t.co/I5nYbS4Fjw	NOT	NONE	hasoc_2020_de_2115
@ThcAltan du bist ein fauler sack, zieh es doch einfach durch	HOF	OFFN	hasoc_2020_de_2323
"😍🔥 Extrem alte Oma Moni zeigt hift ihrem Stief Enkel mit ersten Arsch Fick 😘👌

https://t.co/eoDHsFHI4o

#NSFW #RT… https://t.co/F1pZMSbFX8"	HOF	PRFN	hasoc_2020_de_2533
RT @K_Wehnemann: @Thomas_Bareiss Und deswegen haben die Grünen sich verdoppelt? Weil die Leute gegen CO2-Steuer sind?	NOT	NONE	hasoc_2020_de_908
Erst wenn der Mensch seine eigene Scheiße fressen muss, passiert was. Mich macht die derzeitige (nicht erst seit ge… https://t.co/qJTwbLjJr5	HOF	PRFN	hasoc_2020_de_3395
Deutsche plata o plomo https://t.co/n6hNyUjYOR	NOT	NONE	hasoc_2020_de_1479
RT @banana_fishxx: Angel Gabriel✨ https://t.co/BxoBej7PIc	NOT	NONE	hasoc_2020_de_423
Frankfurt-Helden versteigern ihre getragenen und signierten Europa League-Trikots für die Deutsche Sporthilfe / Die… https://t.co/kx1nhPJHmY	NOT	NONE	hasoc_2020_de_1898
Die @Tagesschau hat die Endphase das Wahlkampfs eröffnet.	NOT	NONE	hasoc_2020_de_1055
@EthopianM Zu geiler arsch	HOF	PRFN	hasoc_2020_de_3432
@kaufmannskrimis Absolut. Dieses kleinbürgerliche Imponiergehabe. Es ist so einfach.	NOT	NONE	hasoc_2020_de_2628
@yooli_derechte @triplepsn @MontanaBlack Lösch dich Hurensohn!	HOF	PRFN	hasoc_2020_de_2013
@HeikoMaas Naja mit linken hatten wir auch schon Pech #Honecker	NOT	NONE	hasoc_2020_de_2090
Mussolini einfach unhatebar	HOF	PRFN	hasoc_2020_de_1676
RT @OnkommD: Hey ihr people vom #abi2019 - wisst ihr schon genau, wie euer Leben nach dem Abi jetzt weitergeht? Haut mal raus https://t.co/…	NOT	NONE	hasoc_2020_de_2599
RT @oxensepp: @katjakipping Also Katja, ich wäre eher dafür, erstmal die Linke, genauer gesagt die SED zu enteignen. Wo habt ihr denn die K…	NOT	NONE	hasoc_2020_de_1108
RT @MWinteron: So, wie die Merkel - Regierung, incl. des größten Teils der sog. Opposition, Deutschland in die Scheiße geritten hat, müßte…	HOF	HATE	hasoc_2020_de_2757
OTS: KfW / KfW-ifo-Mittelstandsbarometer: Mittelständisches Geschäftsklima ... #tradesfeed -&gt; https://t.co/RWqfcilvbP	NOT	NONE	hasoc_2020_de_2124
Totale Unterwerfung – Dahlia Sky wird von einem Fremden in den Arsch gefickt! – Grobe Rollenspiele Fantasy Sex mit… https://t.co/YTOJ1GgsPI	HOF	PRFN	hasoc_2020_de_1172
"@Domtendo Diesen Scheiß fixen

https://t.co/IN8JU2Ww5j"	NOT	NONE	hasoc_2020_de_1759
Die haben arsenal halt einfach gebummst	HOF	PRFN	hasoc_2020_de_3364
Ach du Scheisse, wie peinlich! Hätte sie mal die Haare zusammen gebunden, dann würde sie was sehen🙄 #dasperfektedinner	NOT	NONE	hasoc_2020_de_3031
"RT @LukasDerRapper: Ich bin einfach mal im Intro bei Gewitter im Kopf 

NICE 💚💚

https://t.co/DjANWb7Dyk"	NOT	NONE	hasoc_2020_de_3129
Benjamin Schulz -  https://t.co/PkoQhBOaZy	NOT	NONE	hasoc_2020_de_189
"Jessd sssollte Frau Tssservakis doch mal nach ihrer Sstzunge sssehen lassen.
Das tststss wird ja immer schlimmer .… https://t.co/ypv4q1sNoM"	NOT	NONE	hasoc_2020_de_1978
RT @nutellaflxke: liebeskummer ist so eine dumme drecksscheiße ich hab‘ so keine lust mehr	HOF	PRFN	hasoc_2020_de_2349
@AliCologne @gamergateblogde Islam ist ein Krebsgeschwür, das sich mithilfe der linken Politiker in Deutschland ausbreitet.	HOF	HATE	hasoc_2020_de_1197
RT @RealSHIRA: Grüne Heuchler https://t.co/OEUUxedlRM	HOF	HATE	hasoc_2020_de_2081
"RT @_Naschkatze86_: Paradoxe deutsche Wörter : 

- Gefrierbrand 
- Holzeisenbahn 
- Wahlpflichtfach 
- Doppelhaushälfe 
- Selbsthilfegruppe"	NOT	NONE	hasoc_2020_de_1819
@cem_oezdemir @ConstSchreiber Grüne Ökonazis raus	HOF	HATE	hasoc_2020_de_528
@IonBlackOut @NomadeX2 @SawsanChebli Sie ist einfach blond, das ist alles!	HOF	OFFN	hasoc_2020_de_1278
Manchen Leuten haben sie echt heftig ins Hirn geschissen (P. H. Allee) https://t.co/faMRdIqWij	HOF	PRFN	hasoc_2020_de_547
RT @AngelaUlrichrbb: Wir müssen schneller werden gegen die Terroristen, sagt #Merkel bei Treffen mit #G5Sahel-Präsidenten. #BurkinaFaso. Mo…	NOT	NONE	hasoc_2020_de_134
"Hab mich jetzt auch als Trombozytenspender eintragen lassen!
Bald hat die ganze Welt Bazi-DNA °^°"	NOT	NONE	hasoc_2020_de_2654
@Miiiaa_C Schöner arsch	HOF	PRFN	hasoc_2020_de_3376
RT @Lu41598225: #frontal21 Es ist unglaublich, dass das Kopftuch, das ein eindeutiges Unterdrückungsmerkmal von Frauen darstellt, bei einem…	NOT	NONE	hasoc_2020_de_1797
@timolammert Keine Tribüne -&gt; kein Ground 🤷🏻‍♂️	NOT	NONE	hasoc_2020_de_2225
@biermitdir Gamescom einfach für die ganzen anime jungfrauen	NOT	NONE	hasoc_2020_de_3285
@SPORT1_Dopa @SPORT1 Es fehlt einfach ein Tuchel oder ein Nagelsmann dann schneiß den Aki raus irgendwie ist er auch nicht mehr der richtige	NOT	NONE	hasoc_2020_de_2770
die burger sehen aus wie ein göt und ich krieg dieses bild nichtmehr aus meinem kopf	NOT	NONE	hasoc_2020_de_561
@Schimpf_Bot Schnauze du Hurensohn amk	HOF	PRFN	hasoc_2020_de_3207
asiaticas peludas gratis deutsche 18 porno deutsche porno f porno gratis abspritzen https://t.co/vYle3Pa2Ll	NOT	NONE	hasoc_2020_de_737
RT @l_sauerwald: Man könnte sich auch über die Wahlergebnisse von Nazis echauffieren. Aber was weiß ich schon. #Europawahl2019 https://t.co…	NOT	NONE	hasoc_2020_de_10
RT @DrDavidBerger: Deutsche in der Minderheit an deutschen Schulen – Ministerin hilflos https://t.co/5nzX39B27a via @DrDavidBerger	NOT	NONE	hasoc_2020_de_1816
Rekomen username &gt; @cigsafterimsak.	NOT	NONE	hasoc_2020_de_3016
RT @FatalityBaerlis: @fladdermues @Fern_Schreiber @tibhubay Nanu? Noch kein Linker oder Antifant vorstellig gewesen, der panisch auf der Ta…	NOT	NONE	hasoc_2020_de_689
Hört ihr das HA!!!! ?😂	NOT	NONE	hasoc_2020_de_15
@_fakuum Die ist dumm das könnte ein Grund sein	NOT	NONE	hasoc_2020_de_102
"Ist eigentlich Frau Merkel noch im Amt? 🤔

#EUWahl2019"	NOT	NONE	hasoc_2020_de_512
Linke Aktivisten - die geduldeten Verbrecher https://t.co/Cpq8VT9qR9	HOF	HATE	hasoc_2020_de_2478
@Die_Gruenen Jetzt müssten die Grünen Politiker nurnoch zu ihren ursprünglichen Grundwerten zurückkehren, dann wäre… https://t.co/cEB3luyLlq	NOT	NONE	hasoc_2020_de_2089
Was geht ab ihr Pisser, warum interagiert man mit mir, wenn man Stress sucht aber jeden anderen scheiß den ich poste, wird gekonnt ignoriert	HOF	PRFN	hasoc_2020_de_2187
Meine scheiß MANDELN JUNGE	NOT	NONE	hasoc_2020_de_3329
RT @GioRap90: noch nie in meinem Leben herrentag mit Alkohol zelebriert, bin doch kein hurensohn	NOT	NONE	hasoc_2020_de_2709
schwarze deutsche frauen porno haarige geile omas geile omavotze putas peruanas gratis https://t.co/iz55Vq6sNJ	HOF	PRFN	hasoc_2020_de_3450
RT @ZDFheute: Klimaforscher Ottmar Edenhofer vom @PIK_Klima fordert, Deutschland müsse seine #CO2-Emissionen in den Griff bekommen. https:/…	NOT	NONE	hasoc_2020_de_1822
RT @tagesschau: Wahl in Istanbul: Imamoglu - ein Konkurrent für Erdogan https://t.co/XGEwan73NV #Türkei #Imamoglu	NOT	NONE	hasoc_2020_de_3172
@tagesschau Der käme ja in die DDR!	NOT	NONE	hasoc_2020_de_1728
@Pavle_HD @ToasterMatthi Am Arsch der Welt ist noch geiler. Da muss man fast keine Menschen sehen.	NOT	NONE	hasoc_2020_de_3250
@DieserButzi @wineslvt halt die fresse	HOF	PRFN	hasoc_2020_de_3234
@Zaubermaus57 Kopf hoch, das wird schon 👍❤️🍀🌷!	NOT	NONE	hasoc_2020_de_243
"Imam warnt den Westen: „Hört auf uns. Wir gemäßigten Moslems können Euch bald nicht mehr helfen“

https://t.co/LuGGNvU3kA"	NOT	NONE	hasoc_2020_de_701
@ofdarkhumor Mal den teufel nicht an die wand 😂	NOT	NONE	hasoc_2020_de_2504
@talita_kum76 Man ist nur so lange dumm, bis man merkt, dass die anderen auch nicht schlauer sind.	NOT	NONE	hasoc_2020_de_3062
"@OStirboeck ...wie ist es eigentlich mit den Linken, Grünen und Sozialen Populisten, die enteignen, einschränken und ""regulieren"" wollen?"	NOT	NONE	hasoc_2020_de_1152
"RT @realHerrSammy: 🔔 MK-HOSTING ---&gt; V E R L O S U N G 🔔

🎁 1x #ROOTSERVER
🎁 2 Kerne, 3 GB RAM, 50 GB HDD Festplatten Speicher
🎁 LAUFZEIT:…"	NOT	NONE	hasoc_2020_de_360
RT @MarleneSchfer1: In der Hölle sorgen die Linken für die Ordnung, vegane Grüne für die Küche und Merkel für den Humor. Der Satan selbst i…	HOF	HATE	hasoc_2020_de_2454
RT @DominaKristin: Die #Erziehung einer #Zofe im #Nylonkittel mit Schlägen auf den nackten Arsch bewirkt erstaunliche #Wunder. #Brav wie ei…	HOF	PRFN	hasoc_2020_de_2948
RT @l800mph: Deutsche Flagged Trump, Kushner for Money Laundering: Report https://t.co/bA76a793lm	NOT	NONE	hasoc_2020_de_834
"RT @BStarkimarm: Putzig, wenn sich Leute echauffieren, daß @DiePARTEI gewählt wird.

DANN MACHT SIE HALT ÜBERFLÜSSIG, INDEM IHR NICHT MEHR…"	NOT	NONE	hasoc_2020_de_1666
"RT @Ungebeten1: Der ""Bundesfrauenrat"" der Grünen...
Sicher, dass das alles Frauen sind? https://t.co/AkTsWsYcWj"	NOT	NONE	hasoc_2020_de_738
"RT @froschdomse: ""Lass das liegen Mia-Marie! Das ist Müll!""

""Das ist Müll und da ist ein Mülleimer!"" sprach die kleine Mia-Marie vor dem K…"	NOT	NONE	hasoc_2020_de_765
@bundeswehrInfo Zum Glück bin ich da schon lange raus und muss diesen Schwachsinn nicht mehr ertragen. Es gab mal e… https://t.co/PbWylaG8V9	NOT	NONE	hasoc_2020_de_906
RT @Kristin_Brinker: Die Zukunft #Berlin|s wird von #Linken und #Grünen auf dem Altar kurzfristiger Wählerstimmen geopfert. #StarkeSchulden…	NOT	NONE	hasoc_2020_de_183
@OrenIShiKiddo @profraika und ich sage Ihm er wird sich Irren. Warum? Weil sich nur wenige deutsche Frauen auf Nege… https://t.co/lFHvK5eJk2	HOF	HATE	hasoc_2020_de_399
@NinaL1999 FICK DICH DOCH EINFACH D';	HOF	PRFN	hasoc_2020_de_1433
"@jesus_frank So ist es.

Aber da es eine Grüne von sich gab u noch dazu gegen Deutsche, wird es beklatscht."	NOT	NONE	hasoc_2020_de_470
Die haben echt noch keine Ahnung was sie erwartet... #dasperfekteDinner	NOT	NONE	hasoc_2020_de_2353
Du dumme hässliche kleine schlampe alter	HOF	PRFN	hasoc_2020_de_3107
"RT @SPIEGELONLINE: Die Präsidentin der ""Harvard Alumni Association"" bedankte sich bei #Merkel nach ihrer umjubelten Rede – und sagt dann nu…"	NOT	NONE	hasoc_2020_de_404
Willkommen zurück @MzudemOffiziell	NOT	NONE	hasoc_2020_de_2155
twitter lass mich gif posten du arsch	HOF	PRFN	hasoc_2020_de_1869
RT @Hagen_Rether: Dem weißen Mann geht der Arsch auf Grundeis, weil er merkt, dass er langsam in die Unterzahl kommt. So viel Grundeis gibt…	NOT	NONE	hasoc_2020_de_998
@MBU1959 Schon, aber letztendlich sind es die Hassprediger an der Spitze, die das Fußvolk aka Stimmvieh verhetzen und für dumm verkaufen.	NOT	NONE	hasoc_2020_de_936
"RT @Maulwerker1: @NetReaper @MiataMuc @Kachelmann Die Grünen können nix, aber auch gaaarrrrnix 🤢

https://t.co/zhwCBxFIQQ"	NOT	NONE	hasoc_2020_de_1017
@iParaadox Das ist einfach anders	NOT	NONE	hasoc_2020_de_1592
RT @krippmarie: Innenminister Matteo Salvini hatte während einer linken Störaktion im EU-Wahlkampf genug von den Faxen der linken Demonstra…	NOT	NONE	hasoc_2020_de_1528
"RT @TuncayOezdamar: “Regulierung von Meinungsäußerungen”
Wir Türken kennen das irgendwoher.  https://t.co/CYF8JG3jK9"	NOT	NONE	hasoc_2020_de_3411
RT @333Goltz: @AndreaSchlegel3 das stimmt,  das ist auffällig bei den linken Gruppen  RAF Antifa,  Morde Brandstiftungen  usw und den neuen…	NOT	NONE	hasoc_2020_de_1016
"RT @haraldlaatsch: #Strache verspricht einer Frau im kurzen Rock, in freudiger Erwartung die Welt.

#Merkel verursacht dutzende Tote, 100e…"	NOT	NONE	hasoc_2020_de_598
@LPSebo haahahaha cüüüüüs das ist einfach mehr als dokkan damals bei Phy SV	NOT	NONE	hasoc_2020_de_3158
RT @maternus: Das werfe ich Frau Merkel und ihrer Claque am meisten vor: daß sie unser Land für kriminelle, fanatische und unverschämte Mig…	HOF	HATE	hasoc_2020_de_1764
@ZDFheute Ich fordere das die Merkel zurücktritt, und in ein islamisches Land auswandert.	NOT	NONE	hasoc_2020_de_87
@morgenpost Und nicht alle Grünen brauchen Freigang.	NOT	NONE	hasoc_2020_de_2236
"RT @EventyrJ: @maxotte_says Mit der Einladung der alten
#FDJ-Fuchtel 🤯#Merkel🤕,
der schädlichsten Frau Europas,
ist nun #Harvard zu einer
""…"	HOF	OFFN	hasoc_2020_de_3308
Ohne Radtour ist so ein Eisbecher einfach zu groß. Ich hätte noch ein paar Mitesser gebraucht. Jetzt geht es halt zurück	NOT	NONE	hasoc_2020_de_1749
RT -&gt; IHelzer_:https://t.co/2AfIFnxX8i	NOT	NONE	hasoc_2020_de_1246
@Thomas_Bareiss @NiemaMovassat Als ob Politiker ihr eigenes geld verdienen würden lul ihr lebt von meinem ... Und w… https://t.co/OVpuMA6rHu	NOT	NONE	hasoc_2020_de_265
Was für ein scheiß Wetter https://t.co/oEdcv0tbu9	HOF	PRFN	hasoc_2020_de_2800
RT @mehlprinzessin: Ich seh schon wieder so viel zum Thema Kopftuch. Deutschland in deinen Medien werden Frauen 24/7 sexualisiert und als L…	NOT	NONE	hasoc_2020_de_3354
"Ist tinder eig useful oder komplett fürn arsch? 

Frag für nen Freund"	NOT	NONE	hasoc_2020_de_808
"@tagesschau @WDR Seehofer Pläne taugen nichts.
Man sollte zuerst Seehofer und Merkel abschieben.
Danach kann man in… https://t.co/KfjgnMPHYb"	HOF	OFFN	hasoc_2020_de_876
"Frauen:
Wir wollen das Patriarchat stürzen und ein Ende der chauvinistischen Rollenbilder!

Ebenfalls Frauen:
Du bi… https://t.co/7cY18q7YPr"	NOT	NONE	hasoc_2020_de_696
@Monitorex_fotos @maximariegoldt so ein scheiß, erst nehmen uns die Autos die Straßen und jetzt sollen wir nach ein… https://t.co/Ko8Lka6T1R	NOT	NONE	hasoc_2020_de_508
RT @Herr_Wirt: Lange nichts mehr von ihr gehört, insbesondere nicht, als Kollektiv-Kevin die DDR herbeiredete. Jetzt aber meldet sie sich e…	NOT	NONE	hasoc_2020_de_1745
"Bewege deinen Arsch endlich her! - Bigfoot 3.0

https://t.co/zWtmr2zrUJ"	HOF	PRFN	hasoc_2020_de_1601
RT @amkrpinfo: fav und retweete einfach, wenn du da bist.	NOT	NONE	hasoc_2020_de_2859
Mir sind jetzt schon 4 Laufgruppen entgegen gekommen, ich möchte auch so was würde mehr bock machen zusammen	NOT	NONE	hasoc_2020_de_953
@ChristianHelms Dumm hat seine Aufgabe tatsächlich noch erledigt bekommen. Aber ich habe die Dummheit von Dümmer mal wieder unterschätzt.	NOT	NONE	hasoc_2020_de_3307
Was soll er denn machen der Bub? Sebastian ist da einfach so reingeraten.	NOT	NONE	hasoc_2020_de_940
@tagesschau Hoffentlich bald	NOT	NONE	hasoc_2020_de_207
RT @BigDaddyTom143: @Vor8Viertel @Dealo_RU Jaa alles was er macht ist ein Hurensohn	HOF	PRFN	hasoc_2020_de_377
"niemand:

Personen im Kdrama zu der Person mit  der sie so oder so am Ende zusammen kommen: ""O mG dU bisT sO duMm w… https://t.co/jIjoOhqGqG"	NOT	NONE	hasoc_2020_de_2002
RT @pikachumagbier: Ich will meinen arsch ficken https://t.co/IV5sYYYiM2	HOF	PRFN	hasoc_2020_de_2591
@annalist Diente nur zur Verdeutlichung. Wenn Sorgearbeit mitgezählt wird, gibt es bestimmt schon wieder mehr Leute… https://t.co/6tKK1Ha1nX	NOT	NONE	hasoc_2020_de_2394
RT @christophaviv: @beyenburgerin @IreneKellner @Saefken Merkels Mädchen	NOT	NONE	hasoc_2020_de_237
@CharlotteMacht @florianklenk @heutejournal @_vanessavu Einmal die Linken, dann die Rechten, dann wieder die Linken usw usw	NOT	NONE	hasoc_2020_de_1370
RT @bodoramelow: Ich kann es einfach nicht glauben! Seifenkistenrennen absagen für Kinder und Nazis marschieren lassen?  Mehr Platz für Kin…	NOT	NONE	hasoc_2020_de_1132
"RT @SPIEGEL_Wissen: Welterbe Selous-Reservat: ""1500 Quadratkilometer sollen abgeholzt werden - da passen mehrere deutsche Nationalparks rei…"	NOT	NONE	hasoc_2020_de_1071
RT @joleffers: Pack die Badehose ein: Heute vor 112 Jahren eröffnete das Berliner Strandbad Wannsee (aus dem @einestages-Archiv) https://t.…	NOT	NONE	hasoc_2020_de_253
RT @AndreasAndy3131: Türkei: »Erdogan wird noch schwächer dastehen« (https://t.co/tmQKDtRvsw) https://t.co/sGKLbovuqt	NOT	NONE	hasoc_2020_de_270
Genauso lehrt es der Islam, warum also die Aufregung. Da muss man einfach nur konseq. vorgehen. Hier bleiben darf n… https://t.co/gVMUoGkEQk	NOT	NONE	hasoc_2020_de_1429
Oh ne, Barbara Schöneurgghhh macht den scheiß immer noch? fml	HOF	PRFN	hasoc_2020_de_573
@verblasste Merle ich sehe einfach SO EDGY aus	NOT	NONE	hasoc_2020_de_2904
RT @NHausfrauen: https://t.co/hvoKCVZLsW Sahne Arsch https://t.co/scGspzc7nm	HOF	PRFN	hasoc_2020_de_2985
RT @wtrappmann: @HeikoMaas Als ein deutscher Journalist im venezuelanischen Knst saß, hat das den Herrn Maas nicht sehr interessiert. Es is…	NOT	NONE	hasoc_2020_de_2456
@OmarHedeya @e_bo30 @SawsanChebli Kommen Sie nicht mit dem Opfermythos. Sie waren Alliierte der Nazis.	NOT	NONE	hasoc_2020_de_1979
@tantepiep Bring mich nicht auf dumme Ideen. https://t.co/z0GN0Izw4F	NOT	NONE	hasoc_2020_de_2095
@AfD_Hamburg Boah seid ihr dumm! Scheiß Afd scheiß nazis! Verpisst euch einfach!	HOF	HATE	hasoc_2020_de_1361
Ich fühl mich so..keine Ahnung.. einfach nur scheiße. lol. x__x tabatabayi	NOT	NONE	hasoc_2020_de_2488
"RT @CapYossarian: @WELTnews Der deutsche Verfassungschutz ist ein Inlandsgeheimdienst. Was soll das?

Reicht es nicht dass er schon als Waf…"	NOT	NONE	hasoc_2020_de_1747
"RT @Florian161_Punk: LifeHack gegen Nazis:

#ReconquistaInternet https://t.co/phZPTcLUp9"	NOT	NONE	hasoc_2020_de_2627
@Fern_Schreiber Dumm und Glücklich.	NOT	NONE	hasoc_2020_de_660
@GebtName Dumm wenn du jetzt alles hinschmeißt und aufgibst	NOT	NONE	hasoc_2020_de_1492
"RT @ChrisVelten1: @Lebensformation Was soll das bitte für eine uns ""bereichernde Kultur"" sein, in der es zum Imponieren bei Frauen reicht,…"	HOF	HATE	hasoc_2020_de_857
RT @DieserButzi: scheiß egal wie lang ich leb denn ich hab den scheiß gelebt	HOF	PRFN	hasoc_2020_de_1143
@nERDANZIEHUNG @DF_Chris Parallel zu den Letztwählern gibt es halt auch Letztgewählte.	NOT	NONE	hasoc_2020_de_1544
@tommycassells War schon echt nice! :)	NOT	NONE	hasoc_2020_de_997
"RT @krippmarie: Kanzlerin #Merkel sagt Niger Hilfe im Kampf gegen Instabilität zu

Sie verteilt nach dem Gießkannenprinzip deutsche Steuerg…"	NOT	NONE	hasoc_2020_de_945
Hirn, lass locker, ich regel das schon ☝	NOT	NONE	hasoc_2020_de_3487
Möchte mich mit 90% meines abiklasse prügeln, weil es einfach dumme huuuuuunte waren/sind	HOF	PRFN	hasoc_2020_de_3077
Ich will zurück zu IHR	NOT	NONE	hasoc_2020_de_2952
RT @Pablaer: Merkels Vollstrecker - Die Antifa	NOT	NONE	hasoc_2020_de_1802
@juviatears Zahls mir einf zurück ✌🏼😔	NOT	NONE	hasoc_2020_de_129
RT @DFakeNews1: Würde Deutschland nicht von Idioten bewohnt, würde es nicht von Idioten regiert.	HOF	HATE	hasoc_2020_de_1671
@rauhnacht @Info_DIREKT @ArminWolf Jetzt stellst du dich noch dümmer als du eh schon bist.	HOF	OFFN	hasoc_2020_de_2910
6. ich habe eine ungesunde obsession mit miley cyrus und das halt schon seit der grundschule	NOT	NONE	hasoc_2020_de_2516
"Frau kam grade nach Hause 

,,Haste die Prognosen gesehen?Die scheiß Kinder u ihr Klima!“

Ich: das Zitat twitter i… https://t.co/ahb2QlGHhX"	NOT	NONE	hasoc_2020_de_2239
@78warschoen @kess_18_ @fckoeln Wenn Horn mal ausfällt und Kess uns den Arsch rettet, dann will ich dich sehen	NOT	NONE	hasoc_2020_de_1511
@MissSchmaguelze @who_is_Annett Gute Idee. Diese Idioten glauben ja auch jeden scheiß 😀	NOT	NONE	hasoc_2020_de_201
RT @abballern: wie kann man arsch hauen nicht mögen	HOF	PRFN	hasoc_2020_de_1090
"RT @rhythm_rhymes: Wir sitzen alle nicht in diesem Boot.

#fckafd https://t.co/hhmTzZjfo2"	HOF	HATE	hasoc_2020_de_391
mdchen splitternackt deutsche schwarz porno streaming porno deutsch nackte geile weiber https://t.co/n4dPot1kft	HOF	PRFN	hasoc_2020_de_1059
